Username,Tanggal,Bintang,Komentar
Roetomo SA,2022-12-12,4,Info gempa di menu real time: perubahan tanggal seharusnya juga terjadi pada saat perubahan waktu dari jam 23.59 ke 00.00
TAUFIQ NB,2022-12-12,1,"Notifikasi sangat menggangu, seharusnya di radius wilayah terdampak. Kurang profesional."
Aan Nuryana,2022-12-11,1,Kenapa semuanya ga ada yg akurat...d sini prakiraan cuaca d daerahku berawan tapi hujan...trs jamnya ngaco lagi...intinya semua g ada yg akurat...mnurutku apk ini gagal..ga sempurna...tlonk d perbaiki lagi
Irna Kirana,2022-12-11,4,Moga bermanfaat🙏
Nanda Broo,2022-12-11,1,Jarang update
Geby Gibrael,2022-12-11,5,Mantap jdi tau info tiap detik nya kejadian
Tezan Darori,2022-12-11,3,"Dear develop, dan badan terkait apk sudah bagus, kurang 2 bintang saya rasa tambahkam fitur Widget Cuaca agar bisa tampil di home screen, thx"
afiet syamsuhari,2022-12-10,1,habis update map nya malah blank
Sang Dokter,2022-12-10,5,Perlu ditingkatkan keakuratan aplikasinya
Ujang Sutaryana,2022-12-10,5,Bagus
rysns,2022-12-10,1,Mempunyai bug yang membuat aplk tdk bisa digunakan
Hery Palindangi,2022-12-10,2,Nyesal gua update padahal udh bagus untuk cuaca maritim seblumnya .sekarang petanya kurang bagus
Dona Apriana,2022-12-09,5,Mantap
Sutisna Tisna,2022-12-09,5,Mantap
Real Akun,2022-12-09,4,Sangat membantu
Endang Sutisna,2022-12-09,5,Mantap
Warkiman Bin Bandi,2022-12-09,5,👍👍👍👍👍
Rudhi Wiyono,2022-12-09,5,Sangat membantu
Sanapia Jo,2022-12-09,5,Iy
Moh. Rizki (Rizki),2022-12-09,3,informasi cuaca sangat tidak akuran d aplikasi tertulis hujan ringan tapi kenyataan d lapangan cuaca cerah
Aryaanasyar oficial,2022-12-09,5,Siapa yang rumahnya hancur terus download ini😀
Chaniago ff13,2022-12-09,1,Baru aja di install pas di tutup 5 menit malah kagak bisa dibuka lagi hadehh.
Oktora Abrilian (Oktora Abrilian),2022-12-08,1,Lagu anak sekolah di bawah atau klik yang paling sering ditemukan di sebuah kota di download dan nonton bareng dan berhasil tetapi juga untuk mendapatkan
Ruhiyat Kamal,2022-12-08,4,Susah di buka seharus nya infonya cepat
abrakadabra studio,2022-12-08,5,"Sangat membantu untuk yg belum download, download skrg agar tahu bencana bencana alam"
RAHMAT WIRADIAN,2022-12-08,5,Info penting
Gloria Siwabessy,2022-12-08,5,Tlg tambahkan suara juga agar jika ad yg masuk kami bisa tahu
zulfikar m,2022-12-08,1,Malah lemot setelah update njiir
Durian Montong,2022-12-08,2,Payah tampilan antar muka yg sekarang tidak se ditel sebelum nya seperti patahan sesar terus informasi warna warna pada cuaca😪
Zaqi Dava Alife,2022-12-08,4,"Tampilan UI nya udah bagus daripada yang dulu, tapi saya minta tambahan fitur seperti ada suara bel keras jika terdeteksi adanya gempa dan pastikan gempa itu terasa dari 4.0 magnitude."
Irwan Syah,2022-12-08,3,Tolong diperbaiki bugnya dong dan tampilan untuk gempa buminya untuk wilayah yang merasakannnya lebih luas lagi cakupan kalimatnya biar terlihat semua tulisan wilayah yang merasakan gempanya.
BERBAGI CERITA,2022-12-08,5,Sangat Membantu
Erwin Winardi,2022-12-08,5,"Klo bisa BMKG jg buat notif via SMS, Krn utk didaerah yg sulit sinyal internet sebagai Early Warning Sistem"
Achmad Fauzi Chanel,2022-12-08,5,Ok
Teddy Sampurna,2022-12-08,5,Ok
Asep Rahmat,2022-12-08,5,Ok
Karisna Wibawa,2022-12-08,5,"Notifikasi nya suka telat ,tolong diperbaiki"
dadang gunawan,2022-12-08,5,👍👍🙏💪❤️
Hasbiallah Ansor,2022-12-08,5,"Indonesia sangat membutuhkan institusi ini, teruslah memberikan informasi real-time terkait bencana gempa dan lain-lain. Semoga kedepannya lebih ditingkatkan sosialisasi terkait mitigasi bencana kepada seluruh masyarakat."
Iwan Kadir Husin,2022-12-08,5,Alhamdulillah.. 😇🇮🇩👍
Marcelino Meliano Putra,2022-12-08,5,"Untuk update kali ini jujur lebih fresh,tpi apakah aplikasi ini bisa memberitahukan penggunannya lewat suara saat ada gempa ?"
Irma [Amelia]new,2022-12-08,5,Terimakasih aplikasinya sangat berguna bagi kami untuk mengetahui apa yang sedang terjadi
Aulia M M,2022-12-08,4,"Peta ok, mungkin bisa ditambahin bayangan, ato shadow patahan yg saat ini diketahui, sekaligus menambah pengetahuan para netizen"
Bruthus Boy,2022-12-08,5,Sangat membantu sekali
firman syah,2022-12-08,5,top
Agus bodong,2022-12-08,5,Bermanfaat baagus
Pri Yono,2022-12-08,1,Setelah diupdate kok malah susah bgt dibuka aplikasinya....notifnya juga lelet
alibabangeden alibaba,2022-12-08,5,Sangat mbantu
Jacky Kojak,2022-12-08,5,Semuanya sudah bagus tinggal pemberitahuan aja klu ada gempa mohon adakan sirinenya jadi lebih bagus begitu min
234 Sc,2022-12-08,1,Aplikasi nya kadang bisa di buka kadang juga tidak bisa di buka.. Padahal buka aplikasi yang lain lancar2 aja.. mohon d perbaiki lgi
Siti Yani,2022-12-07,3,Dulu di analisis curah hujan bulanan bisa dipencet warnanya dan keluar mm nya kenapa sekarang kok gak bisa?dan kalo bisa tambahin analisis curah hujan harian🙏
Taufik Urohman,2022-12-07,5,Sangat sangat bermanfaat terima kasih BMKG
Taufik boenim,2022-12-07,1,"Setelah update malah tidak bisa dibuka pada android 11, internal 256gb ram 6gb, internet lancar, apa maslah nya??? Mending versi lama dong"
Septian Dwi Cahyo,2022-12-07,4,"Muncul notif ""Aplikasi memiliki bug"" dan menutup sendiri saat ada notifikasi gempa di Samsung A33"
BAYU AJI,2022-12-07,5,mantap gan
Agung,2022-12-07,1,"Setelah update kok lemot banget,dibuka aja loading lama..pdhal ram 8/256,,parah sih"
Anca Ferdiansyah,2022-12-06,5,"Info BMKG sangat bermanfaat untuk memberikan informasi cuaca,gempa.."
Indra Satriya Perdana Kusuma Sinaga,2022-12-06,1,"Baru install pas dibuka cuma blank putih, udah pake data dan wifi tetep ga bisa digunakan, saya uninstall lagi"
hatta andy,2022-12-06,2,"Setelah upgrade terbaru tampilan kok malah gmn gitu..., terlebih utk cuaca maritim kok malah friendly tampilan yg versi lama."
MUHAMMAD RIZKY FALAH,2022-12-06,5,Bagus
Streeek Mania,2022-12-06,1,Update terbaru kok gak ada tulisan berpotensi tsunami /tidak saat ada gempa?
Cak Gaps,2022-12-06,2,"Apk versi baru berat waktu buka aplikasinya, loadingnya lama. Mohon diperbaiki lagi, 2 star aja sementara"
Tj krajan,2022-12-06,3,"Bmkg jelek sekarang. Ketika ada ""pemberitahuan"" dan di buka lama banget loading aplikasinya"
indah “Putri” putri,2022-12-06,2,Apaan si abis di update jadi ga jelas
Hildawati Talibu,2022-12-06,1,Selalu Lambat Menginfokan
Putri Dewanata,2022-12-06,1,aneh bagusan yg duluu jd bingung lihatnya
Chafa,2022-12-06,2,"Sudah baik tapi mohon diperbaiki lagi untuk notifikasi dan sesuaikan dengan lokasi.. saya tidak mendapat notifikasi peringatan dini cuaca lokasi saya harus membuka aplikasi baru terlihat.. tapi tiba"" muncul notifikasi gempa yang jaraknya beda pulau dengan saya..padahal peringatan dini cuaca sangat penting seperti merencanakan rute pulang untuk menghindari lokasi"" rawan banjir.. Edit : bugnya banyak banget setelah tampilan baru.."
Rezky Rangga,2022-12-06,1,"Lebih suka sebelum di update, kita sebagai pelaut butuh liat nama pulau, ini gakda namanya . Pulaupun ada yg nyatu gk jelas. Kalau yg kemarin msih bagus nama pulau ada, kita klik potongan2 bergaris tu kthuan ini perairan ap namanya. Sekarang sangat jelek. Mengecewakan."
Berta Septania,2022-12-05,5,Kadang telat
Rha_ 345,2022-12-05,3,Kok gempanya gk real time? Masa sehari setelah kejadian baru ada pemberitahuan. Mohon perbaiki!
Siti Nurjanah,2022-12-05,3,"BMKG kenapa ya sekarang update informasi nya jadi lama, padahal kan dulu kalau ada gempa atau ada apa apa pasti selalu update. Saya cek di Twitter nya banyak banget update informasi baru. Tapi kenapa di apk nya masih informasi yang tanggal 3 Desember. Padahal jaringan saya selalu aktif dan bagus juga. Tolong ya segera di perbaiki, fungsi nya kita download apk BMKG biar kita tau ada informasi apa tentang alam. Agar kita juga bisa selalu waspada. Terimakasih."
Rafeeq,2022-12-05,5,"Coba diberi peringatan lewat notifikasi, suaranya kalau bisa super keras, saya harap ini akan menjadi terobosan baru"
Dani Husbini,2022-12-05,5,Akan lebih baik lagi jika update peringatan dini cuaca dapat otomatis dengan klik icon share seperti icon share dihalaman kejadian gempa
Angga Trey,2022-12-05,2,"Tampilan versi baru bagus sih tapi Setelah di update versi baru notif gempa tidak muncul/resfonsif,,,, Bagusan sebelum update slalu resfon notifnya setiap ada gempa berbagai daerah"
Ginarie Dira,2022-12-05,2,"Ko bagusan tampilan yg sebelumnya ya, lebih mudah jg di pahami dan lebih aktual ketika terjadi gempa."
ajis saputra,2022-12-05,5,Saya suka dengan aplikasi ini.sangat membantu bagi saya
Charles Hariyadi,2022-12-05,1,Versi sebelum update jau jauh jauh lebih baik
Rifqi Rizqullah,2022-12-05,1,"Perkiraan cuaca salah terus kntl! Bilang hujan seminggu, nyatanya cerah mulu. Cucian sampe numpuk gara nunda jemuran!"
EKO YULIANTO (Bpk.NANDA),2022-12-05,5,"Aplikasinya bagus,90% akurat,tapu versi terbaru ini kayaknya asing bagi q.selain teksnya kecil,juga buka aplikasi lama.kalau yg versi lama joss memang."
Ansar Ansar,2022-12-04,5,Mantap
lina muthalib,2022-12-04,5,Setiap berita dan data adalah sangat berharga bagi kami 🤳🔮🧕🤙⛑👍👁😷👌
Olan Sinaga,2022-12-04,5,Sangat bagus
Fa15aL hndra _ c,2022-12-04,4,🤲👍
salsa ardhie,2022-12-04,5,bagus.....✨✨✨
Ari Aldi,2022-12-04,5,kerwn
Kopraljajang Shimaung,2022-12-04,1,"Setelah di update jadi susah di buka,tau gini mah sama gua ga bakaln di update."
raditya praditya,2022-12-04,1,Tolong dong tanggalnya di perbaiki kejadian tanggal 4 tapi di aplikasi masih tanggal 3... Banyak warga yang KOMPLEN.. 🙏🙏🙏
Diran Alwi,2022-12-04,1,Td pagi subuh ada getaran jam 5 pagi kok di bmkg aku gk ada tampil ya kenapa min
Agill,2022-12-03,1,"Sangat di sayangkan update informasinya telat atau tidak sama sekali, saya kecewa."
Jeri 96,2022-12-03,1,"Kenapa ini jadi ngaco , pemberitahuan nya jadi telat . Harap perbaiki lagi min🙏"
Lutfi Muhammad,2022-12-03,1,Barusan terasa banget gempa di Cianjur.. knpa ga akurat ya BMKG.. masa tanggal kemaren real time nya..
Dahlan SP,2022-12-03,3,Setelah Update jadi lebih susah buka aplikasi sering close sendiri aplikasinya
Raya Rizky,2022-12-03,2,"Notif lama muncul nya, ngasih tanggal juga ga bener"
Asep Nugraha,2022-12-03,1,"Pak tolong tanggal di realtime gempanya salah, lambat 1 hari, tolong diperbaiki"
Satriya Ali hanafiah,2022-12-03,1,Aplikasi di buka aja lama bangtt masuk nya... Lemot bangt.. padahal hp gue jarang lemot.
Septian Maulana,2022-12-03,5,"Hanya usul saja pak,untuk update gempa yang berpotensi Tsunami agar lebih cepat masuk aplikasi,kami yang tinggal nerdekatan dengan patahan Australia hanya memegang info dari Aplikasi BMKG ini. Durasi kami melarikan diri hanya diberi kurang dari 15 menit untuk mencapai ketinggian.Semoga pencipta Aplikasi ini senantiasa diberikan berkah Tuhan yang maha kuasa."
Muhtar,2022-12-03,5,Sangat cepat dan sangat bermanfaat
Sutisna Jatibarang,2022-12-03,5,bintang 5
Ridwan Hermawan,2022-12-03,3,Cuman saran setelah atAu sebelum kEjadian peringatan Dini update lebih awal.
Sulaiman Bin kasturi,2022-12-03,5,Good lah bae
Yesika Agusmi Rahayu,2022-12-03,5,Tolong dimanfaatkan fitur EWS standart Internasional di OS Android. Saya ngalamin gempa gak pernah muncul EWS di Android tambah fitur EWS dimanfaatkan salah satu Provider untuk mengirimkan Iklan
AkmalKurniawan,2022-12-03,5,Bermanfaat
TRIO SI BOLANG,2022-12-03,5,Sangat berfungsi
Ahmad Rabil,2022-12-03,5,"Aplikasi yg emg bner2 berguna d masa-masa rawan gempa, informasi gempa kadang cepat kadang tidak, tapi itu sudah bagus. Tampilannya pun sdah di update makin modern dan enak d mata. Harapan kedepannya semakin ditingkatkan."
laskar naura,2022-12-03,5,5bintang
Pitria Sari,2022-12-03,1,"Mohon sekali min untuk diperbaiki, kok.gak ada notif gempa jadinya, jaringan kuat, tapi bukanya aja lama, Saya jadi nyesel upgrade ke yg baru, tau gini mending yg lama aja, notifnya langsung ada"
Amelia Dewi purwanti,2022-12-03,3,Sejauh ini bagus tapi kok skrg aku gk dapet notif yah? Padahal apk bmkg harus lebih utama lohhh
Aditya Maulana,2022-12-03,1,Berberapa minum dari sumber pengetahuan. Anda hanya berkumur.
Petir Sadewa,2022-12-03,5,Ok
Mad Jaber,2022-12-03,1,"Setelah update kurang suka sama tampilannya bagusan yg kemaren. Sama sekarang ga bisa kebuka, setiap buka layar putih aja"
Asri Agusti (Agus),2022-12-03,5,Sangat bagus di install apalagi yg dekat dengan daerah gempa
Xirn Four,2022-12-03,5,mantap tampilan aplikasinya semakin bagus
Enda,2022-12-03,5,👍 the best 👍
Irsyad Arpillah,2022-12-03,1,Parah banget setelah update
Tatang Ruhiyat,2022-12-03,5,"Terasà meski ngga terlalu besar, namun bikin hati ini miris, meski jauh dari pantai"
Agit Ganwa mayasa,2022-12-03,1,Ini kenapa ya ko di setiap 45% mentok Mulu sih jadi ngulang ke 0% lagi udah 4 kali
Dian Pusparini,2022-12-03,4,Qo engga ada keterangan berapa lama nya guncangan gempa terjadi ya? Apa sy yg engga liat ya
asep kusnendar,2022-12-03,1,G ada dibuka.....
Parisha Aprilani Salma,2022-12-03,5,👍🏻👍🏻 Selalu dapet info terbaru tentang gempa.
Farhan Sani,2022-12-03,5,2-3 menit datanya langsung update
Singgih Utomo,2022-12-03,5,Sangat membantu
Sigit Sudibyo,2022-12-03,5,Berguna sbg bahan referensi
sya,2022-12-03,3,Comend 3 Desember 22 semenjak aplikasi di update malah eror gc ke buka menunya juga jadi ribet harus buka ini buka itu kalo mau ngecek gempa atau status cuaca gc se simpel dulu sebelum update ahh aparah admin tolong lah perbaiki
lizra aaal,2022-12-03,5,Gempa
Ani Anhi,2022-12-03,1,"Ko udah gak bisa masuk sih padahal baru pasang,tolong aplikasih nya di perbaiki🙏🙏🙏"
Apep mahendra,2022-12-03,1,Harus nya tingkatkan lagi sebelum gempa pemberitahuan nya bukan nya setelah nya keburu mati ketimpa reruntuhan
Sutarni Wonogiri,2022-12-03,5,Membantu sekali
Nuril Riil Official,2022-12-03,4,Bagus infonya BMKG
Berkat Sejati (TokoBerkatSejati),2022-12-03,5,Ok
Opa Sutaway,2022-12-03,5,"Update bagus, tampilan bagus, sangat membantu, tetapi sering bermasalah pada aplikasinya, banyak sampah, harus sering uninstall dan install lagi, kenapa demikian?"
Azmi Fathurrohman,2022-12-02,2,"Lama banget nunjukin gempa terkini nya. Baru muncul infonya, setelah beberapa jam dari kejadian. Malah cepet tahu dari seraching mbah google. Kirain pasang aplikasi bakal lebih cepet tau gempa terkini."
Ayie Masfiah,2022-12-02,3,Ga ada info terupdate... Padahal di daerahku ada gempa.. Malah lebih update liat di twitter
Ilham Ismail (Ilham),2022-12-01,3,Menarik
VY Canismajoris,2022-12-01,5,Aku mohon tingkatkan lagi aplikasi nya dan hapus semua bug nya di aplikasi ini Terimakasih atas aplikasi ini yang telah membantu saya dengan map citra satelit untuk mendeteksi mentug atau tidak nya Aku beri bintang 5 🌟🌟🌟🌟🌟 untuk aplikasi ini
budiman makmur,2022-12-01,2,Kurang di pahami dan kadang mati2 sendiri mending aplikasinya yg lama gampang di mengerti akurasi nya sesuai perkiraan cuaca
Rusmana Aja,2022-12-01,5,Sangat membantu
bariq sitorus,2022-12-01,1,Gk jelas
Ipnu Mirmo,2022-12-01,1,Habis update app malah gk bisa dibuka. Padahal internet lancar dan stabil.
AGER ER,2022-12-01,5,"Untuk informasi update terkini gempa sangat membantu, mantap aplikasinya selalu update, terimakasih."
Depry Maulana,2022-12-01,5,Sangat bermanfaat
Donni Wahyuandono,2022-11-30,5,Sering ngelag untuk buka informasi gempa saat ada notif gempa
Siti Alda,2022-11-30,5,BGS BNGT LOH KLIN HRS DONLOD YA OKEY 🙌
Yana Mulyana,2022-11-30,5,"Eh sesudahnya di update, bukan bagus tampilannya, ko malah jelek 😢"
Nano NANO,2022-11-30,3,tolong developer nya dibuat realtime notifikasinya.. masa notif baru muncul setelah kejadian gempa 1 jam yang lalu.
Zukri D,2022-11-30,5,"Aplikasi sangat baik, MOHON UNTUK DITAMBAHKAN FITUR Voice NOTICE DARI PIHAK ADMIN, berupa pemberitahuan gempa bumi atau bencana alam lainnya. Trimakasih"
Takeone Tekwan,2022-11-30,5,Sangat baik
Drie GusRuZam,2022-11-30,4,kualitas udara ga bs rubah wilayah... bukan wilayah terdekat dengan lokasi GPS... jauh2... kecamatan cipatat berasa ilang... padalarang - cianjur 😅
Hj Titi rohyati Rohyati,2022-11-30,3,Apk nya bgus tpii klo ada info suka lambat 1 jam baru ada info nyah gak lngsung datang info nya jdi keseellll
Saeful Rahman,2022-11-29,5,Ok
Wisnu Pratama,2022-11-29,1,Satu aja dllu karna susah buka nya harus ngeload lama
Cepi Nugraha,2022-11-29,3,"informasi gempa tidak benar-benar realtime, memakan waktu terlalu lama dari kejadian"
areta rasdana,2022-11-29,3,"Mau buka aplikasi malah ketutup sendiri, lagi cek cuaca ketutup sendiri, lagi liat beritanya ketutup sendiri 🤦"
Hozaimah Hozaimah,2022-11-29,5,Bagus dan puas
Angga Pratama,2022-11-29,5,Mantap
H Maulana H,2022-11-29,1,Lebih bagus yang lama aplikasi terakhir Agustus 2022 itu terbaik. Yang sekarang banyak kendalanya
Rakhmat Widhiyanto,2022-11-29,5,Dengan UI yg baru terasa fresh d liatnya. Bagus sekali
Husen Syafe'i,2022-11-29,4,Ok...bagus sangat membantu skali👍
Edbert Linggajati,2022-11-29,1,"Citra satelit , radar , (butek , kabut , ngga jelas) Harap perbaikan , keseluruhan harap dibenahi ."
Dandi Kurniawan,2022-11-29,5,Versi terbaru lebih baik & bagus ⭐⭐⭐⭐⭐
Christian Banna,2022-11-28,5,"Semoga semakin update memberikan informasi yang akurat, aplikasi ini sangat bermanfaat 🙏"
heddy pramanta,2022-11-28,3,Ingin mengetahui keadaan gempa di indonesia.
rz rz,2022-11-28,1,"Update informasi termasuk lambat, ini sangat berbahaya!!!"
cipta ismaza,2022-11-28,3,Bagus tapi peta nya kurang detail titik gempa nya susah diketahui
Moch Azkha Azkhia,2022-11-28,5,Terima kasih karna sangat membantu melihat bencana2 lain nya
Ibnu Mahfudz,2022-11-28,4,"Mohon untuk di update peringatan dini cuaca bisa di buat per kabupaten atau kota, karena jika digabung sulit untuk mecari kabupaten atau kotanya.. campur aduk.."
Ferry Irawan,2022-11-28,4,Bagus
Adi Mulya,2022-11-28,4,Aplikasi sangat bagus dan membantu Namun pemberitahuan/notifikasi lama dari kejadian Padahal real time bisa di jadikan notifikasi
Andri Mustopa,2022-11-28,5,"Keren, jadi tau daerah gempa dimana2, cuman agak telat updatenya... Tp mantap 👍👍👍👍"
Yohanes Iwan harsono,2022-11-28,5,Sangat baik.
Ammar,2022-11-28,5,Aplikasi yang sangat sering dibuka oleh warga kab Cianjur setelah gempa di Cianjur tgl 21-11-2022
I Wayan Suhendrawan,2022-11-27,5,aplikasi akan lebih bagus bila aktif memberikan notifikasi bencana alam atau prakiraan cuaca harian
Silo Official,2022-11-27,1,"Setelah update gk bisa di buka aplikasi nya , mohon segera di perbaiki"
Tegar taqwa Perdana putra,2022-11-27,5,"Update kali ini bagus, sudah ada radar cuacanya"
abie azzumar,2022-11-27,1,Susah buat dibuka
Emil Emil211,2022-11-27,5,Samira Arkam
Nathan Nael,2022-11-27,1,G bisa di buka
Zahdan Alfarizi,2022-11-27,5,Semoga bermanfaat
Hermawan Ervina,2022-11-27,1,"Ga bisa kebuka aplikasinya, mohon dapat segera diatasi."
indra rifaldiana,2022-11-27,1,Di rasakan dulu baru informasi
Uky MFBCell,2022-11-27,1,Tambah ngebugssss
GRESA Cell,2022-11-27,2,Ngasih info gempa nya lelet banget. Gimana kalo gempa tersebut berpotensi tsunami? Tapi info dari bmkg sangat lama? Gak mikirin perasaan orang yang tinggal di dekat pantai kah?
Kunarso pati,2022-11-27,3,tidak bisa ke baca malah louding terus
Syaharman Man,2022-11-27,5,Keren dan akurat
Fathir AR,2022-11-26,2,"Di saat kondisi di Cianjur darurat berulangkali terjadi gempa susulan, aplikasi ini responnya sangat lambat, setelah bbrp puluh menit baru muncul notifikasi informasinya. Tlng diperbaiki agar lbh cepat responnya. Cipanas, 27 November 2022"
April Arrahmat,2022-11-26,4,"Tolong diperbaiki lagi aplikasi nya, semenjak di update, suka error, hari ini saja. Tanggal gempa di cianjur, tanggal nya salah"
Mr Yanto,2022-11-26,1,Setelah diupdate tdk bisa dibuka....cuma blank putih
Asty surya,2022-11-26,1,aku udh unduh tpi pas di unduh jdi ngebleng putih yah kak padahal aku ingin selalu tau gempa jam berapa aja posisi aku di cianjur nih ka lagi rawan gempaaa
Robert Nababan,2022-11-26,5,Bagus... sehingga dapat mengetahui informasi yang terbaru tentang cuaca dan gempa bumi.
Waryawan Ena,2022-11-26,1,Bagus
kk cepi,2022-11-26,5,Nice
hari wiyadi,2022-11-26,1,"Setelah update malah blank, Tidak bisa akses di Android 11. Mhn pengecekan."
anjasela java,2022-11-26,2,Bagus cuma sehabis update gak bisa dibuka android 12
Bambang Wahyudi,2022-11-26,1,"Udah berat, makin lelet lagi. Niat nggak sih bikin aplikasi?"
Uayzidny Zidny,2022-11-26,1,Lambat update info tiap ada gempa
Shohibul Karim,2022-11-26,2,"Loading lama banget. Padahal pakai Jaringan Wifi dengan kekuatan sinyal BAIK, dengan kecepatan koneksi 72 Mbps, Sisa ruang penyimpanan telepon 36,80 GB. RAM 4,00 GB sisa ruang 2,50 GB."
